protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
udp,175.103.46.158,62174,34.111.101.25,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
tcp,175.103.46.158,59277,103.107.198.66,6568,OUT.bound,canit-store,established,,,SG,AS137409 gsl networks pty ltd,,,,
tcp,175.103.46.158,52105,34.120.208.123,443,OUT.bound,https,last-ack,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,
tcp,175.103.46.158,48132,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
udp,175.103.46.158,63494,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,175.103.46.158,39492,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
udp,175.103.46.158,64836,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,43.134.120.219,799,175.103.46.158,45878,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,43.128.74.37,799,175.103.46.158,42446,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,33890,31.13.68.1,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,Whitelisted IP
tcp,175.103.46.158,42690,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,8.247.49.120,443,175.103.46.158,54356,IN.bound,https,established,,speedtest.c,US,AS3356 level 3 parent  llc,,,,
tcp,146.196.111.218,899,175.103.43.90,53679,OUT.bound,,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,52108,34.120.208.123,443,OUT.bound,https,last-ack,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,
udp,175.103.46.158,50488,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,175.103.46.158,43828,31.13.68.175,5222,OUT.bound,xmpp-client,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,50418,103.170.105.253,443,OUT.bound,https,established,,speedtest.c,ID,AS132634 direktorat e-goverment kementerian kominfo,,,,
udp,175.103.46.158,56106,192.168.10.1,53,local,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,33794,142.250.190.3,80,OUT.bound,http,time-wait,,,US,AS15169 google llc,,,,
tcp,43.128.74.37,799,175.103.46.158,42112,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,47040,66.90.98.108,80,OUT.bound,http,established,,speedtest.c,US,AS30058 fdcservers.net,,,,
tcp,175.103.46.158,36618,74.125.24.100,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,43.128.74.37,799,175.103.46.158,41482,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,63775,51.159.103.157,443,OUT.bound,https,established,,speedtest.c,FR,AS12876 online s.a.s.,,,,
tcp,43.128.74.37,799,175.103.46.158,41518,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,50414,91.108.56.100,80,OUT.bound,http,time-wait,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
udp,175.103.46.158,56191,34.110.200.237,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
tcp,31.13.68.60,443,175.103.46.158,63074,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,55536,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,60094,54.169.168.69,443,OUT.bound,https,established,,speedtest.c,SG,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,175.103.46.158,57146,210.210.145.9,443,OUT.bound,https,established,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,101.32.248.90,799,175.103.46.158,50484,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,31.13.68.61,443,175.103.46.158,48478,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,48090,101.33.43.203,80,OUT.bound,http,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,61692,20.212.88.117,443,OUT.bound,https,established,,speedtest.c,US,AS8075 microsoft corporation,,,,
tcp,175.103.46.158,39960,71.18.36.225,443,OUT.bound,https,established,,speedtest.c,US,ASNone ,,,,
tcp,43.128.74.37,799,175.103.46.158,41996,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,157.240.13.54,443,175.103.46.158,55787,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
udp,175.103.46.158,5678,192.168.124.1,53,local,domain,,,speedtest.c,,,,,,
tcp,43.128.74.37,799,175.103.46.158,41500,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,49321,8.8.4.4,53,OUT.bound,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,54377,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,175.103.46.158,55298,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,41220,157.240.235.18,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,43.134.120.219,799,175.103.46.158,46354,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,50415,91.108.56.100,80,OUT.bound,http,time-wait,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
tcp,175.103.46.158,58100,157.240.218.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,50516,101.32.248.90,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,43.134.53.107,799,175.103.46.158,38404,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,56610,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,33884,157.240.217.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
udp,175.103.46.158,51736,103.17.182.30,123,OUT.bound,ntp,,,speedtest.c,ID,AS38165 pt. ambhara duta shanti,IOCs - 2023491242 - ANIA Threat Feeds - IP Segment 5,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-05-09T13:02:06.153000,
icmp,34.238.194.253,,175.103.46.157,,IN.bound,,,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,119.91.208.128,35890,175.103.46.156,6379,IN.bound,,syn-sent,,,CN,AS45090 shenzhen tencent computer systems company limited,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T22:59:38.184000,
tcp,175.103.46.158,36698,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,48486,13.33.33.69,443,OUT.bound,https,established,,speedtest.c,US,AS16509 amazon.com inc,,,,CDN IP ranges
tcp,175.103.46.158,50409,91.108.56.100,443,OUT.bound,https,close,,,AG,AS62014 telegram messenger inc,,,,
tcp,31.13.95.40,443,175.103.46.158,61967,IN.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
udp,175.103.46.158,36714,210.210.145.139,443,OUT.bound,https,,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,175.103.46.158,57204,157.240.217.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,57450,52.111.229.43,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,175.103.43.90,54740,146.196.111.218,8278,IN.bound,,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
udp,146.196.111.218,49619,10.79.16.9,1812,local,radius,,,speedtest.c,,,,,,
udp,175.103.46.158,56106,8.8.8.8,53,OUT.bound,domain,,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
tcp,175.103.46.158,65099,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,175.103.46.158,49321,192.168.10.1,53,local,domain,,,speedtest.c,,,,,,
tcp,43.128.74.37,799,175.103.46.158,42046,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,44296,34.117.36.110,443,OUT.bound,https,,,speedtest.c,US,AS396982 google,,,,
tcp,175.103.46.158,33906,31.13.68.1,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,Whitelisted IP
icmp,54.90.2.60,,175.103.46.157,,IN.bound,,,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,175.103.46.158,50410,91.108.56.100,443,OUT.bound,https,established,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
tcp,175.103.46.158,43806,31.13.68.175,5222,OUT.bound,xmpp-client,close,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,43.128.74.37,799,175.103.46.158,40890,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,37290,3.233.87.30,443,OUT.bound,https,established,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
udp,175.103.46.158,60438,8.8.4.4,53,OUT.bound,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,36666,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,57707,74.125.130.95,443,OUT.bound,https,established,,,US,AS15169 google llc,,,,Whitelisted IP
udp,10.20.30.74,56702,255.255.255.255,10002,broadcast,,,,speedtest.c,,,,,,
icmp,44.195.62.180,,175.103.46.157,,IN.bound,,,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,175.103.46.158,43136,31.13.68.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,64375,142.251.10.188,443,OUT.bound,https,established,,,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
udp,175.103.46.158,50931,34.102.147.19,443,OUT.bound,https,,,speedtest.c,US,AS396982 google,,,,Cloud Provider IP range
tcp,175.103.46.158,52099,23.32.232.143,80,OUT.bound,http,established,,,BR,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
tcp,175.103.46.158,36686,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,65383,52.113.194.132,443,OUT.bound,https,established,,speedtest.c,US,AS8068 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27T07:26:03.810000,Whitelisted IP
tcp,43.128.74.37,799,175.103.46.158,41530,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,43.133.45.194,799,175.103.46.158,45924,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,146.196.111.218,52256,10.79.16.9,1813,local,radius-acct,,,speedtest.c,,,,,,
tcp,43.128.74.37,799,175.103.46.158,42130,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,61171,74.125.24.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,50411,91.108.56.100,443,OUT.bound,https,established,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
tcp,175.103.46.158,46158,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,33796,142.250.190.3,80,OUT.bound,http,time-wait,,,US,AS15169 google llc,,,,
tcp,175.103.46.158,52898,64.233.170.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,52109,34.120.208.123,443,OUT.bound,https,last-ack,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,
tcp,157.240.211.61,443,175.103.46.158,56786,IN.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
udp,175.103.46.158,56106,8.8.4.4,53,OUT.bound,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,50091,216.239.38.120,443,OUT.bound,https,close,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,18.139.106.18,443,175.103.46.158,52454,IN.bound,https,established,,speedtest.c,SG,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,175.103.46.158,52110,34.120.208.123,443,OUT.bound,https,last-ack,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,
tcp,175.103.46.158,54808,74.125.200.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,63629,103.107.199.6,443,OUT.bound,https,established,,,SG,AS137409 gsl networks pty ltd,,,,
udp,175.103.46.158,64205,74.125.200.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,63686,52.25.237.147,8883,OUT.bound,secure-mqtt,established,,speedtest.c,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,3.216.157.50,7010,175.103.46.158,63395,IN.bound,ups-onlinet,established,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,175.103.46.158,52111,34.120.208.123,443,OUT.bound,https,last-ack,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-29T20:30:49.916000,
tcp,43.128.74.37,799,175.103.46.158,42224,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,44940,43.133.45.194,800,OUT.bound,mdbs-daemon,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,192.53.174.79,4001,175.103.46.158,55972,IN.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
tcp,175.103.46.158,33880,31.13.68.1,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,Whitelisted IP
tcp,43.133.45.194,799,175.103.46.158,45772,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,52900,163.70.141.61,443,OUT.bound,https,established,,speedtest.c,FR,ASNone ,,,,
icmp,18.215.171.125,,175.103.46.157,,IN.bound,,,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,130.44.212.236,443,175.103.46.158,61989,IN.bound,https,established,,speedtest.c,US,AS396986 bytedance inc.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,
udp,175.103.46.158,34310,74.125.24.100,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,43.134.120.219,799,175.103.46.158,46652,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,52781,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,175.103.46.158,63810,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,146.196.111.218,32939,10.79.16.9,1812,local,radius,,,speedtest.c,,,,,,
tcp,175.103.46.158,54790,20.44.229.112,443,OUT.bound,https,established,,,SG,AS8075 microsoft corporation,pc connections,pulled from router,2022-05-20T00:01:19.453000,Cloud Provider IP range
tcp,175.103.46.158,63451,125.252.219.104,80,OUT.bound,http,established,,,SG,AS4657 starhub ltd,,,,Whitelisted IP
tcp,175.103.46.158,46658,43.134.120.219,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,52358,36.86.63.182,443,OUT.bound,https,syn-sent,,,,,,,,
tcp,43.134.120.219,799,175.103.46.158,46432,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,5678,192.168.1.1,53,local,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,51228,23.48.173.17,443,OUT.bound,https,established,,speedtest.c,US,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,175.103.46.158,58338,157.240.235.19,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,157.240.13.54,443,175.103.46.158,54403,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
udp,175.103.46.158,38317,34.117.97.41,443,OUT.bound,https,,,speedtest.c,US,AS396982 google,,,,
tcp,175.103.46.158,52836,23.39.173.8,443,OUT.bound,https,established,,speedtest.c,US,AS35994 akamai technologies  inc.,,,,Whitelisted IP
tcp,175.103.46.158,44426,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,49524,74.125.130.188,5228,OUT.bound,hpvroom,established,,,US,AS15169 google llc,,,,Whitelisted IP
tcp,43.198.50.186,23006,175.103.46.158,46472,IN.bound,,established,,speedtest.c,US,AS16509 amazon.com inc,,,,
tcp,175.103.46.158,49020,192.53.174.79,4001,OUT.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
udp,175.103.46.158,5678,192.168.122.1,53,local,domain,,,speedtest.c,,,,,,
tcp,175.103.46.158,50412,91.108.56.100,80,OUT.bound,http,time-wait,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
tcp,175.103.46.158,55342,36.86.63.182,443,OUT.bound,https,syn-sent,,,,,,,,
tcp,18.163.242.58,23008,175.103.46.158,34682,IN.bound,,established,,speedtest.c,HK,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,175.103.46.158,50405,103.8.238.188,443,OUT.bound,https,time-wait,,speedtest.c,ID,AS132634 direktorat e-goverment kementerian kominfo,,,,
udp,175.103.46.158,39777,157.240.217.63,443,OUT.bound,https,,,speedtest.c,SG,AS32934 facebook  inc.,,,,
tcp,175.103.46.158,63566,64.233.170.188,5228,OUT.bound,hpvroom,established,,,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,54370,92.223.85.120,443,OUT.bound,https,established,,,SG,AS199524 g-core labs s.a.,,,,
tcp,175.103.46.158,65374,36.89.220.201,80,OUT.bound,http,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,43.134.120.219,799,175.103.46.158,46428,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,146.196.111.218,40636,122.144.3.6,514,OUT.bound,shell,,,,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,48618,43.133.45.194,800,OUT.bound,mdbs-daemon,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,36694,157.240.217.2,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
icmp,175.103.43.90,,175.103.46.158,,IN.bound,,,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
tcp,175.103.46.158,40044,157.240.13.55,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,38554,31.13.75.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,175.103.46.158,55452,52.74.159.125,443,OUT.bound,https,time-wait,,speedtest.c,SG,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,119.91.208.128,56556,175.103.46.158,6379,IN.bound,,syn-sent,,,CN,AS45090 shenzhen tencent computer systems company limited,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T22:59:38.184000,
tcp,43.128.74.37,799,175.103.46.158,41986,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,54059,40.81.120.44,3544,OUT.bound,teredo,,,speedtest.c,GB,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,175.103.46.158,4122,8.8.8.8,53,OUT.bound,domain,,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
icmp,54.210.198.149,,175.103.46.157,,IN.bound,,,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
tcp,43.128.74.37,799,175.103.46.158,41498,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,142.251.175.95,443,175.103.46.158,64824,IN.bound,https,last-ack,,speedtest.c,US,AS15169 google llc,,,,
tcp,43.128.74.37,799,175.103.46.158,41248,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
udp,175.103.46.158,49564,40.81.120.44,3544,OUT.bound,teredo,,,speedtest.c,GB,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,175.103.46.158,50408,91.108.56.100,443,OUT.bound,https,syn-sent,,,AG,AS62014 telegram messenger inc,,,,
tcp,175.103.46.158,53548,130.44.212.236,443,OUT.bound,https,established,,speedtest.c,US,AS396986 bytedance inc.,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,
udp,175.103.46.158,37803,210.210.145.138,443,OUT.bound,https,,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,175.103.46.158,52230,74.125.130.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
udp,175.103.46.158,40070,34.107.238.235,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Cloud Provider IP range
tcp,175.103.46.158,46908,54.151.189.138,443,OUT.bound,https,established,,speedtest.c,SG,AS16509 amazon.com inc,,,,Cloud Provider IP range
tcp,175.103.46.158,59368,74.125.130.95,443,OUT.bound,https,time-wait,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,43.133.45.194,799,175.103.46.158,45612,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,33894,31.13.68.1,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,Kelowna detachment - British Columbia,https://www.rcmp-grc.gc.ca/detach/en/d/201,2023-09-21T05:02:23.556000,Whitelisted IP
udp,175.103.46.158,60222,36.86.63.182,3544,OUT.bound,teredo,,,speedtest.c,,,,,,
tcp,175.103.46.158,44740,74.125.200.154,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,175.103.46.158,45582,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
tcp,43.128.74.37,799,175.103.46.158,41478,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,43.128.74.37,799,175.103.46.158,41474,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,175.103.46.158,65376,36.89.220.201,80,OUT.bound,http,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,175.103.46.158,33912,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,192.53.174.79,4001,175.103.46.158,58432,IN.bound,newoak,established,,,SG,AS63949 linode  llc,,,,
