protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved,flow,service
tcp,175.103.46.158,48090.0,101.33.43.203,80.0,established,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,61692.0,20.212.88.117,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,39960.0,71.18.36.225,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41996.0,established,speedtest.c,,IN.bound,
tcp,157.240.13.54,443.0,175.103.46.158,55787.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,5678.0,192.168.124.1,53.0,,speedtest.c,,local,domain
tcp,43.128.74.37,799.0,175.103.46.158,41500.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,49321.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,54377.0,20.198.119.143,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,55298.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,41220.0,157.240.235.18,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.134.120.219,799.0,175.103.46.158,46354.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,50415.0,91.108.56.100,80.0,time-wait,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,58100.0,157.240.218.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50516.0,101.32.248.90,799.0,established,speedtest.c,,OUT.bound,
tcp,43.134.53.107,799.0,175.103.46.158,38404.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,56610.0,157.240.199.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,33884.0,157.240.217.61,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,51736.0,103.17.182.30,123.0,,speedtest.c,,OUT.bound,ntp
icmp,34.238.194.253,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,119.91.208.128,35890.0,175.103.46.156,6379.0,syn-sent,,,IN.bound,
tcp,175.103.46.158,36698.0,157.240.217.2,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,48486.0,13.33.33.69,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50409.0,91.108.56.100,443.0,close,,,OUT.bound,https
tcp,31.13.95.40,443.0,175.103.46.158,61967.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,36714.0,210.210.145.139,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,57204.0,157.240.217.60,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,57450.0,52.111.229.43,443.0,established,,,OUT.bound,https
tcp,175.103.43.90,54740.0,146.196.111.218,8278.0,established,speedtest.c,,IN.bound,
udp,146.196.111.218,49619.0,10.79.16.9,1812.0,,speedtest.c,,local,radius
udp,175.103.46.158,56106.0,8.8.8.8,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,65099.0,20.198.119.143,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,49321.0,192.168.10.1,53.0,,speedtest.c,,local,domain
tcp,43.128.74.37,799.0,175.103.46.158,42046.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,44296.0,34.117.36.110,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,33906.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
icmp,54.90.2.60,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,50410.0,91.108.56.100,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,43806.0,31.13.68.175,5222.0,close,speedtest.c,,OUT.bound,xmpp-client
tcp,43.128.74.37,799.0,175.103.46.158,40890.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,37290.0,3.233.87.30,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,60438.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,36666.0,157.240.217.2,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,57707.0,74.125.130.95,443.0,established,,,OUT.bound,https
udp,10.20.30.74,56702.0,255.255.255.255,10002.0,,speedtest.c,,broadcast,
icmp,44.195.62.180,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,43136.0,31.13.68.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,64375.0,142.251.10.188,443.0,established,,,OUT.bound,https
udp,175.103.46.158,50931.0,34.102.147.19,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52099.0,23.32.232.143,80.0,established,,,OUT.bound,http
tcp,175.103.46.158,36686.0,157.240.217.2,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,65383.0,52.113.194.132,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41530.0,established,speedtest.c,,IN.bound,
tcp,43.133.45.194,799.0,175.103.46.158,45924.0,established,,,IN.bound,
udp,146.196.111.218,52256.0,10.79.16.9,1813.0,,speedtest.c,,local,radius-acct
tcp,43.128.74.37,799.0,175.103.46.158,42130.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,61171.0,74.125.24.95,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50411.0,91.108.56.100,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,46158.0,43.133.45.194,799.0,established,speedtest.c,,OUT.bound,
tcp,175.103.46.158,33796.0,142.250.190.3,80.0,time-wait,,,OUT.bound,http
tcp,175.103.46.158,52898.0,64.233.170.95,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52109.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,157.240.211.61,443.0,175.103.46.158,56786.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,56106.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,50091.0,216.239.38.120,443.0,close,speedtest.c,,OUT.bound,https
tcp,18.139.106.18,443.0,175.103.46.158,52454.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,52110.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,175.103.46.158,54808.0,74.125.200.95,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,63629.0,103.107.199.6,443.0,established,,,OUT.bound,https
udp,175.103.46.158,64205.0,74.125.200.95,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,63686.0,52.25.237.147,8883.0,established,speedtest.c,,OUT.bound,secure-mqtt
tcp,3.216.157.50,7010.0,175.103.46.158,63395.0,established,speedtest.c,,IN.bound,ups-onlinet
tcp,175.103.46.158,52111.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,42224.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,44940.0,43.133.45.194,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,192.53.174.79,4001.0,175.103.46.158,55972.0,established,speedtest.c,,IN.bound,newoak
tcp,175.103.46.158,33880.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.133.45.194,799.0,175.103.46.158,45772.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,52900.0,163.70.141.61,443.0,established,speedtest.c,,OUT.bound,https
icmp,18.215.171.125,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,130.44.212.236,443.0,175.103.46.158,61989.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,34310.0,74.125.24.100,443.0,,speedtest.c,,OUT.bound,https
tcp,43.134.120.219,799.0,175.103.46.158,46652.0,established,,,IN.bound,
tcp,175.103.46.158,52781.0,20.198.119.84,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,63810.0,20.198.119.84,443.0,established,speedtest.c,,OUT.bound,https
udp,146.196.111.218,32939.0,10.79.16.9,1812.0,,speedtest.c,,local,radius
tcp,175.103.46.158,54790.0,20.44.229.112,443.0,established,,,OUT.bound,https
tcp,175.103.46.158,63451.0,125.252.219.104,80.0,established,,,OUT.bound,http
tcp,175.103.46.158,46658.0,43.134.120.219,799.0,established,speedtest.c,,OUT.bound,
tcp,175.103.46.158,52358.0,36.86.63.182,443.0,syn-sent,,,OUT.bound,https
tcp,43.134.120.219,799.0,175.103.46.158,46432.0,established,,,IN.bound,
udp,175.103.46.158,5678.0,192.168.1.1,53.0,,speedtest.c,,local,domain
tcp,175.103.46.158,51228.0,23.48.173.17,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,58338.0,157.240.235.19,443.0,established,speedtest.c,,OUT.bound,https
tcp,157.240.13.54,443.0,175.103.46.158,54403.0,established,speedtest.c,,IN.bound,https
udp,175.103.46.158,38317.0,34.117.97.41,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52836.0,23.39.173.8,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,44426.0,157.240.199.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,49524.0,74.125.130.188,5228.0,established,,,OUT.bound,hpvroom
tcp,43.198.50.186,23006.0,175.103.46.158,46472.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,49020.0,192.53.174.79,4001.0,established,speedtest.c,,OUT.bound,newoak
udp,175.103.46.158,5678.0,192.168.122.1,53.0,,speedtest.c,,local,domain
tcp,175.103.46.158,50412.0,91.108.56.100,80.0,time-wait,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,55342.0,36.86.63.182,443.0,syn-sent,,,OUT.bound,https
tcp,18.163.242.58,23008.0,175.103.46.158,34682.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,50405.0,103.8.238.188,443.0,time-wait,speedtest.c,,OUT.bound,https
udp,175.103.46.158,39777.0,157.240.217.63,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,63566.0,64.233.170.188,5228.0,established,,,OUT.bound,hpvroom
tcp,175.103.46.158,54370.0,92.223.85.120,443.0,established,,,OUT.bound,https
tcp,175.103.46.158,65374.0,36.89.220.201,80.0,established,speedtest.c,,OUT.bound,http
tcp,43.134.120.219,799.0,175.103.46.158,46428.0,established,,,IN.bound,
udp,146.196.111.218,40636.0,122.144.3.6,514.0,,,,OUT.bound,shell
tcp,175.103.46.158,48618.0,43.133.45.194,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,175.103.46.158,36694.0,157.240.217.2,443.0,established,speedtest.c,,OUT.bound,https
icmp,175.103.43.90,,175.103.46.158,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,40044.0,157.240.13.55,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,38554.0,31.13.75.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,55452.0,52.74.159.125,443.0,time-wait,speedtest.c,,OUT.bound,https
tcp,119.91.208.128,56556.0,175.103.46.158,6379.0,syn-sent,,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41986.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,54059.0,40.81.120.44,3544.0,,speedtest.c,,OUT.bound,teredo
udp,175.103.46.158,4122.0,8.8.8.8,53.0,,speedtest.c,,OUT.bound,domain
icmp,54.210.198.149,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41498.0,established,speedtest.c,,IN.bound,
tcp,142.251.175.95,443.0,175.103.46.158,64824.0,last-ack,speedtest.c,,IN.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41248.0,established,,,IN.bound,
udp,175.103.46.158,49564.0,40.81.120.44,3544.0,,speedtest.c,,OUT.bound,teredo
tcp,175.103.46.158,50408.0,91.108.56.100,443.0,syn-sent,,,OUT.bound,https
tcp,175.103.46.158,53548.0,130.44.212.236,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,37803.0,210.210.145.138,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52230.0,74.125.130.95,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,40070.0,34.107.238.235,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,46908.0,54.151.189.138,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,59368.0,74.125.130.95,443.0,time-wait,speedtest.c,,OUT.bound,https
tcp,43.133.45.194,799.0,175.103.46.158,45612.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,33894.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,60222.0,36.86.63.182,3544.0,,speedtest.c,,OUT.bound,teredo
tcp,175.103.46.158,44740.0,74.125.200.154,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,45582.0,157.240.199.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41478.0,established,,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41474.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,65376.0,36.89.220.201,80.0,established,speedtest.c,,OUT.bound,http
tcp,175.103.46.158,33912.0,31.13.77.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,192.53.174.79,4001.0,175.103.46.158,58432.0,established,,,IN.bound,newoak
tcp,175.103.46.158,46844.0,43.134.120.219,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,175.103.46.158,51954.0,23.205.70.184,443.0,established,speedtest.c,,OUT.bound,https
udp,10.20.30.59,58226.0,255.255.255.255,10002.0,,speedtest.c,,broadcast,
tcp,175.103.46.158,50402.0,64.233.170.188,5228.0,close,speedtest.c,,OUT.bound,hpvroom
tcp,175.103.46.158,52048.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52096.0,157.240.13.35,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,55884.0,34.111.101.25,443.0,,speedtest.c,,OUT.bound,https
udp,175.103.46.158,49321.0,8.8.8.8,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,59350.0,23.219.204.167,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,42148.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,46900.0,54.151.189.138,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,62259.0,204.79.197.239,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,41410.0,45.121.219.250,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,51750.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,45526.0,157.240.7.53,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,42118.0,established,,,IN.bound,
tcp,175.103.46.158,52114.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
tcp,175.103.46.158,46500.0,192.53.174.79,4001.0,established,speedtest.c,,OUT.bound,newoak
tcp,175.103.46.158,55460.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
udp,146.196.111.218,38209.0,10.79.16.9,1813.0,,speedtest.c,,local,radius-acct
tcp,175.103.46.158,55442.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,42202.0,established,speedtest.c,,IN.bound,
tcp,192.53.174.79,4001.0,175.103.46.158,41226.0,established,speedtest.c,,IN.bound,newoak
tcp,175.103.43.90,54739.0,146.196.111.218,8278.0,time-wait,speedtest.c,,IN.bound,
tcp,175.103.46.158,58626.0,35.213.190.132,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,57318.0,43.128.74.37,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,175.103.46.158,50668.0,64.233.170.188,5228.0,established,,,OUT.bound,hpvroom
tcp,175.103.46.158,52102.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
icmp,175.103.46.158,,118.98.77.162,,,speedtest.c,,OUT.bound,
tcp,175.103.46.158,48522.0,157.240.7.53,5222.0,established,,,OUT.bound,xmpp-client
tcp,175.103.46.158,62175.0,71.18.36.225,443.0,established,speedtest.c,,OUT.bound,https
tcp,138.199.46.216,80.0,175.103.46.158,54131.0,established,,,IN.bound,http
icmp,44.203.79.18,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,157.240.235.19,443.0,175.103.46.158,61985.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,33904.0,31.13.68.1,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,44046.0,31.13.77.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,142.251.12.95,443.0,175.103.46.158,63149.0,time-wait,speedtest.c,,IN.bound,https
tcp,175.103.46.158,60405.0,92.223.85.121,80.0,established,,,OUT.bound,http
tcp,43.133.45.194,799.0,175.103.46.158,40696.0,established,,,IN.bound,
tcp,92.223.85.54,80.0,175.103.46.158,62734.0,established,,,IN.bound,http
tcp,175.103.46.158,59600.0,49.0.204.153,80.0,established,,,OUT.bound,http
tcp,175.103.46.158,63621.0,34.151.192.19,5938.0,established,speedtest.c,,OUT.bound,
tcp,43.134.53.107,799.0,175.103.46.158,38304.0,established,,,IN.bound,
tcp,119.91.208.128,49304.0,175.103.46.159,6379.0,syn-sent,,,IN.bound,
udp,146.196.111.213,5678.0,255.255.255.255,5678.0,,speedtest.c,,broadcast,rrac
tcp,175.103.46.158,48456.0,157.240.199.61,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,56742.0,216.239.38.120,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,59367.0,74.125.130.95,443.0,time-wait,speedtest.c,,OUT.bound,https
udp,175.103.46.158,36741.0,157.240.217.63,443.0,,speedtest.c,,OUT.bound,https
udp,175.103.46.158,55368.0,34.149.173.23,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50406.0,103.8.238.188,443.0,time-wait,speedtest.c,,OUT.bound,https
icmp,52.90.171.255,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,175.103.46.158,65375.0,52.184.217.37,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,48698.0,43.134.53.107,800.0,established,speedtest.c,,OUT.bound,mdbs-daemon
tcp,175.103.46.158,63268.0,20.198.119.84,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,47224.0,216.239.32.3,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,52130.0,157.240.235.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.128.74.37,799.0,175.103.46.158,41266.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,33798.0,142.250.190.3,80.0,time-wait,,,OUT.bound,http
tcp,43.133.45.194,799.0,175.103.46.158,45482.0,established,,,IN.bound,
tcp,175.103.46.158,50289.0,188.172.208.136,5938.0,established,speedtest.c,,OUT.bound,
udp,175.103.46.158,39185.0,23.53.15.40,443.0,,speedtest.c,,OUT.bound,https
udp,146.196.111.218,59983.0,10.79.16.9,1813.0,,speedtest.c,,local,radius-acct
tcp,175.103.46.158,63156.0,31.13.95.60,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,57566.0,36.86.63.182,3544.0,,speedtest.c,,OUT.bound,teredo
tcp,175.103.46.158,65103.0,92.223.85.147,80.0,established,,,OUT.bound,http
tcp,175.103.46.158,52113.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
udp,175.103.46.158,49522.0,34.102.147.19,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,36662.0,157.240.217.2,443.0,established,speedtest.c,,OUT.bound,https
icmp,44.210.77.158,,175.103.46.157,,,speedtest.c,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41382.0,established,,,IN.bound,
tcp,175.103.46.158,52104.0,34.120.208.123,443.0,last-ack,,,OUT.bound,https
udp,175.103.46.158,50874.0,71.18.36.225,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50413.0,91.108.56.100,443.0,established,speedtest.c,,OUT.bound,https
tcp,18.163.242.58,23013.0,175.103.46.158,51658.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,63155.0,13.107.42.16,443.0,established,,,OUT.bound,https
tcp,175.103.46.158,56440.0,157.240.211.61,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,50090.0,18.161.49.126,443.0,established,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,57451.0,52.184.212.181,443.0,established,speedtest.c,,OUT.bound,https
tcp,155.138.243.251,443.0,175.103.46.158,63376.0,established,speedtest.c,,IN.bound,https
tcp,175.103.46.158,54689.0,172.104.174.27,1194.0,established,speedtest.c,,OUT.bound,openvpn
tcp,43.133.45.194,799.0,175.103.46.158,45834.0,established,speedtest.c,,IN.bound,
udp,175.103.46.158,60785.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,175.103.46.158,41286.0,23.106.127.48,443.0,established,speedtest.c,,OUT.bound,https
tcp,101.32.248.90,799.0,175.103.46.158,50508.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,56772.0,172.232.251.34,2000.0,established,speedtest.c,,OUT.bound,cisco-sccp
udp,175.103.46.158,61743.0,216.239.38.120,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,60096.0,54.169.168.69,443.0,close,speedtest.c,,OUT.bound,https
udp,10.20.30.36,5678.0,255.255.255.255,5678.0,,speedtest.c,,broadcast,rrac
tcp,43.133.45.194,799.0,175.103.46.158,45600.0,established,,,IN.bound,
tcp,175.103.46.158,49517.0,20.198.119.143,443.0,established,speedtest.c,,OUT.bound,https
udp,175.103.46.158,56753.0,8.8.4.4,53.0,,speedtest.c,,OUT.bound,domain
tcp,43.128.74.37,799.0,175.103.46.158,41542.0,established,,,IN.bound,
tcp,175.103.46.158,50417.0,64.233.170.188,5228.0,established,speedtest.c,,OUT.bound,hpvroom
tcp,101.32.248.90,799.0,175.103.46.158,50444.0,established,,,IN.bound,
udp,175.103.46.158,39740.0,210.210.145.139,443.0,,speedtest.c,,OUT.bound,https
udp,175.103.46.158,57999.0,74.125.200.93,443.0,,speedtest.c,,OUT.bound,https
tcp,175.103.46.158,63059.0,74.125.200.188,5228.0,established,,,OUT.bound,hpvroom
tcp,175.103.46.158,52605.0,143.244.33.70,80.0,established,,,OUT.bound,http
tcp,175.103.46.158,49070.0,74.125.24.156,443.0,established,speedtest.c,,OUT.bound,https
tcp,43.134.120.219,799.0,175.103.46.158,45892.0,established,speedtest.c,,IN.bound,
tcp,175.103.46.158,50403.0,103.8.238.188,443.0,time-wait,speedtest.c,,OUT.bound,https
tcp,43.134.120.219,799.0,175.103.46.158,46422.0,established,,,IN.bound,
tcp,175.103.46.158,60538.0,20.198.119.143,443.0,established,,,OUT.bound,https
tcp,175.103.46.158,63652.0,34.84.242.117,5938.0,established,speedtest.c,,OUT.bound,
tcp,43.134.120.219,799.0,175.103.46.158,46628.0,established,,,IN.bound,
tcp,43.128.74.37,799.0,175.103.46.158,41514.0,established,speedtest.c,,IN.bound,
