session,protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation_name
2023-11-30_15-36-42,tcp,175.103.46.158,41878,31.13.77.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,46622,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63202,20.44.10.122,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,57280,157.240.211.61,443,OUT.bound,https,time-wait,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,51418,31.13.75.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,53154,142.250.4.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57936,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,157.240.199.61,443,175.103.46.158,48714,IN.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,udp,175.103.46.158,54488,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
2023-11-30_15-36-42,udp,175.103.46.158,60539,31.13.95.60,443,OUT.bound,https,,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,59277,103.107.198.66,6568,OUT.bound,canit-store,established,,,SG,AS137409 gsl networks pty ltd,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,55723,74.125.68.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,39554,43.134.53.107,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,udp,175.103.46.158,54297,51.81.245.139,25,OUT.bound,smtp,,,speedtest.c,US,AS16276 ovh sas,IOCs - 20231081410 - ANIA Threat Feeds - IP Segment 1,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T22:02:18.651000,
2023-11-30_15-36-42,tcp,175.103.46.158,50927,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,41226,192.53.174.79,4001,OUT.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,36810,64.233.170.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,57722,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,udp,175.103.46.158,64767,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,43746,43.128.74.37,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,56382,142.251.175.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,39416,43.134.53.107,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,43.133.45.194,799,175.103.46.158,46458,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,62841,47.246.177.254,80,OUT.bound,http,established,,speedtest.c,US,ASNone ,,,,
2023-11-30_15-36-42,tcp,146.196.111.218,899,175.103.43.90,53679,OUT.bound,,established,,speedtest.c,ID,AS38320 pt maxindo mitra solusi,,,,
2023-11-30_15-36-42,tcp,43.134.53.107,799,175.103.46.158,38964,IN.bound,,established,,,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,47612,47.74.170.157,5222,OUT.bound,xmpp-client,established,,speedtest.c,SG,AS45102 alibaba (us) technology co.  ltd.,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,
2023-11-30_15-36-42,tcp,175.103.46.158,51758,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,43.198.50.186,23008,175.103.46.158,58924,IN.bound,,established,,speedtest.c,US,AS16509 amazon.com inc,,,,
2023-11-30_15-36-42,tcp,184.25.236.200,443,175.103.46.158,49278,IN.bound,https,established,,,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,157.240.235.60,443,175.103.46.158,57658,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63775,51.159.103.157,443,OUT.bound,https,established,,speedtest.c,FR,AS12876 online s.a.s.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63035,64.233.170.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,101.32.248.90,799,175.103.46.158,50820,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,39392,43.134.53.107,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,55680,74.125.68.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,34074,157.240.235.61,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63001,31.13.95.175,5222,OUT.bound,xmpp-client,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,53043,91.108.56.100,443,OUT.bound,https,established,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,53044,91.108.56.100,443,OUT.bound,https,last-ack,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,53045,91.108.56.100,443,OUT.bound,https,last-ack,,speedtest.c,AG,AS62014 telegram messenger inc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,50532,4.150.240.254,443,OUT.bound,https,close,,speedtest.c,US,AS8075 microsoft corporation,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,50906,74.125.68.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,pc connections,pulled from router,2022-05-20T00:01:19.453000,Whitelisted IP
2023-11-30_15-36-42,tcp,31.13.68.60,443,175.103.46.158,63074,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,43970,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,62887,157.240.218.61,5222,OUT.bound,xmpp-client,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,31.13.68.60,443,175.103.46.158,57919,IN.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,37868,31.13.75.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,61692,20.212.88.117,443,OUT.bound,https,established,,speedtest.c,US,AS8075 microsoft corporation,,,,
2023-11-30_15-36-42,udp,175.103.46.158,57116,142.251.10.100,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,62958,31.13.95.60,443,OUT.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,63450,20.198.118.190,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,46894,157.240.13.55,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,49726,192.53.174.79,4001,OUT.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
2023-11-30_15-36-42,tcp,157.240.235.61,5222,175.103.46.158,48296,IN.bound,xmpp-client,established,,,SG,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,udp,175.103.46.158,5678,192.168.124.1,53,local,domain,,,speedtest.c,,,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,53041,52.184.217.37,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,48026,43.134.120.219,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,41964,74.125.130.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,51867,23.205.70.106,443,OUT.bound,https,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,59339,74.125.68.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,udp,175.103.46.158,63036,8.8.8.8,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
2023-11-30_15-36-42,tcp,175.103.46.158,50624,104.26.14.38,443,OUT.bound,https,established,,,US,AS13335 cloudflare,,,,CDN IP ranges
2023-11-30_15-36-42,tcp,175.103.46.158,50497,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,63037,142.251.175.113,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,39318,43.134.53.107,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,43.134.120.219,799,175.103.46.158,46916,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,49408,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,91.92.248.9,443,175.103.46.158,50622,IN.bound,https,established,,speedtest.c,BG,AS34368 zonata - natskovi & sie ltd.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57052,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57204,157.240.217.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,48360,172.217.194.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,udp,175.103.46.158,56213,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,55114,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,49436,20.198.118.190,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
2023-11-30_15-36-42,tcp,101.32.248.90,799,175.103.46.158,50804,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,43.134.53.107,799,175.103.46.158,39112,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57910,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,41186,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,udp,175.103.46.158,57487,172.217.194.91,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,55546,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,60326,43.128.74.37,800,OUT.bound,mdbs-daemon,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,64375,142.251.10.188,443,OUT.bound,https,established,,,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
2023-11-30_15-36-42,tcp,175.103.46.158,50988,101.32.248.90,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,61514,142.251.175.91,80,OUT.bound,http,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,54444,52.184.217.37,443,OUT.bound,https,established,,,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,62924,35.213.190.132,443,OUT.bound,https,established,,speedtest.c,SG,AS15169 google llc,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,62769,184.25.236.176,443,OUT.bound,https,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,60173,142.251.10.94,80,OUT.bound,http,last-ack,,speedtest.c,US,AS15169 google llc,alt-YouTube.com,,2023-09-24T14:00:05.977000,
2023-11-30_15-36-42,tcp,175.103.46.158,63024,210.210.145.136,443,OUT.bound,https,established,,speedtest.c,ID,AS4787 pt cyberindo aditama,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,51754,194.138.240.119,443,OUT.bound,https,established,,speedtest.c,DE,AS9890 atos information technology,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,54930,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,101.32.248.90,799,175.103.46.158,50858,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,41948,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,43.134.53.107,799,175.103.46.158,38918,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,53065,74.125.24.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,42758,52.45.221.176,443,OUT.bound,https,established,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
2023-11-30_15-36-42,udp,175.103.46.158,49152,142.250.4.190,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63629,103.107.199.6,443,OUT.bound,https,established,,,SG,AS137409 gsl networks pty ltd,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57500,31.13.68.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,59120,74.125.24.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,udp,175.103.46.158,63043,8.8.8.8,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
2023-11-30_15-36-42,tcp,43.133.45.194,799,175.103.46.158,46400,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63686,52.25.237.147,8883,OUT.bound,secure-mqtt,established,,speedtest.c,US,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,3.216.157.50,7010,175.103.46.158,63395,IN.bound,ups-onlinet,established,,speedtest.c,US,AS14618 amazon.com  inc.,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,46942,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,51730,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,43758,43.128.74.37,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,59620,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,59541,20.198.119.143,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,63044,64.233.170.94,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,65318,142.251.10.94,443,OUT.bound,https,last-ack,,speedtest.c,US,AS15169 google llc,alt-YouTube.com,,2023-09-24T14:00:05.977000,
2023-11-30_15-36-42,tcp,175.103.46.158,52781,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,52272,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63810,20.198.119.84,443,OUT.bound,https,established,,speedtest.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,33340,74.125.130.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,46144,172.253.118.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,
2023-11-30_15-36-42,tcp,175.103.46.158,49824,157.240.199.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,34752,104.22.20.162,443,OUT.bound,https,established,,speedtest.c,US,AS13335 cloudflare,,,,CDN IP ranges
2023-11-30_15-36-42,udp,175.103.46.158,63034,64.233.170.95,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,39422,43.134.53.107,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,udp,205.210.31.102,51395,175.103.46.159,5060,IN.bound,,,,speedtest.c,CA,AS396982 google,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T08:32:54.363000,
2023-11-30_15-36-42,tcp,175.103.46.158,46610,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,56654,13.107.42.16,443,OUT.bound,https,established,,speedtest.c,US,AS8068 microsoft corporation,ChromeDriver.exe,There is a malware spread under the name of chromedriver.exe (which is a malware downland ) as per :,2023-10-31T15:03:52.440000,Cloud Provider IP range
2023-11-30_15-36-42,udp,175.103.46.158,5678,192.168.1.1,53,local,domain,,,speedtest.c,,,,,,
2023-11-30_15-36-42,tcp,142.251.175.188,5228,175.103.46.158,36002,IN.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,52102,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,36140,142.251.175.95,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,63030,8.8.8.8,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Known False Positive
2023-11-30_15-36-42,tcp,175.103.46.158,50530,4.232.89.175,443,OUT.bound,https,close,,speedtest.c,US,AS8075 microsoft corporation,,,,
2023-11-30_15-36-42,udp,175.103.46.158,63018,35.186.203.63,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,49524,74.125.130.188,5228,OUT.bound,hpvroom,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,43.128.74.37,799,175.103.46.158,42834,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,43.198.50.186,23006,175.103.46.158,46472,IN.bound,,established,,speedtest.c,US,AS16509 amazon.com inc,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,62982,74.125.130.156,443,OUT.bound,https,established,,speedtest.c,US,AS15169 google llc,,,,Whitelisted IP
2023-11-30_15-36-42,udp,175.103.46.158,5678,192.168.122.1,53,local,domain,,,speedtest.c,,,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,41762,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,46578,43.133.45.194,799,OUT.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,50376,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,43.134.53.107,799,175.103.46.158,39064,IN.bound,,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,,
2023-11-30_15-36-42,tcp,18.163.242.58,23008,175.103.46.158,34682,IN.bound,,established,,speedtest.c,HK,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_15-36-42,tcp,175.103.46.158,57499,31.13.68.60,443,OUT.bound,https,established,,speedtest.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
2023-11-30_15-36-42,tcp,175.103.46.158,50160,18.163.242.58,23002,OUT.bound,inovaport3,established,,speedtest.c,HK,AS16509 amazon.com inc,,,,Cloud Provider IP range
2023-11-30_15-36-42,udp,216.250.117.80,5211,175.103.46.158,5060,IN.bound,,,,speedtest.c,US,AS8560 1&1 ionos se,,,,
2023-11-30_15-36-42,tcp,192.53.174.79,4001,175.103.46.158,46500,IN.bound,newoak,established,,speedtest.c,SG,AS63949 linode  llc,,,,
2023-11-30_15-36-42,tcp,157.240.208.34,443,175.103.46.158,45116,IN.bound,https,established,,speedtest.c,ID,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,57442,157.240.211.61,443,OUT.bound,https,established,,speedtest.c,HK,AS32934 facebook  inc.,,,,
2023-11-30_15-36-42,tcp,175.103.46.158,49244,118.98.113.99,443,OUT.bound,https,established,,,ID,AS7713 pt telekomunikasi indonesia,,,,
2023-11-30_15-36-42,udp,175.103.46.158,60597,216.239.38.120,443,OUT.bound,https,,,speedtest.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
